byline,critics_pick,date_updated,display_title,headline,link.suggested_link_text,link.type,link.url,mpaa_rating,multimedia,multimedia.height,multimedia.src,multimedia.type,multimedia.width,opening_date,publication_date,summary_short
MANOHLA DARGIS,0,2/11/17 4:16,War on Everyone,Review: ‘War on Everyone’ Is Missing Some Crucial Components,Read the New York Times Review of War on Everyone,article,http://www.nytimes.com/2017/02/02/movies/war-on-everyone-review-alexander-skarsgard-michael-pena.html,R,,140,https://static01.nyt.com/images/2017/02/03/arts/03WARONEVERYONE/03WARONEVERYONE-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,2/2/17,The latest film from the writer and director John Michael McDonagh stars Alexander Skarsgard and Michael Peña as detectives.
JEANNETTE CATSOULIS,0,2/11/17 4:16,Youth in Oregon,Review: ‘Youth in Oregon’ Takes a Family on a Contentious Ride,Read the New York Times Review of Youth in Oregon,article,http://www.nytimes.com/2017/02/02/movies/youth-in-oregon-review.html,,,140,https://static01.nyt.com/images/2017/02/03/arts/03YOUTH/03YOUTH-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,,2/2/17,"A retiree who is unwilling to undergo further treatment for a heart condition just wants to die in peace, in Oregon. His family has issues with that."
MANOHLA DARGIS,0,2/11/17 4:18,The Comedian,"Review: Robert De Niro as ‘The Comedian,’ a Has-Been Seeking a Comeback",Read the New York Times Review of The Comedian,article,http://www.nytimes.com/2017/02/02/movies/the-comedian-review-robert-de-niro.html,R,,140,https://static01.nyt.com/images/2017/02/03/arts/03COMEDIAN/03COMEDIAN-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,3/2/17,2/2/17,"Joined by a cast that includes Edie Falco and Harvey Keitel, Mr. De Niro plays an insult comic in a film that, like its jokes, lacks zing."
GLENN KENNY,0,2/11/17 4:18,Mr. Gaga,Review: ‘Mr. Gaga’ Doesn’t Sing but Has His Own (Dance) Language,Read the New York Times Review of Mr. Gaga,article,http://www.nytimes.com/2017/01/31/movies/mr-gaga-review-ohad-naharin.html,,,140,https://static01.nyt.com/images/2017/02/01/arts/01MRGAGA1/01MRGAGA1-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,1/2/17,31/1/17,Tomer Heymann’s documentary on the Israeli choreographer Ohad Naharin is a scattered and somewhat confused film about an intriguing and complicated man.
A.O. SCOTT,0,2/11/17 4:16,The Lure,"Review: In ‘The Lure,’ Two Mermaids Walk Into a Strip Club (Things Get Weirder)",Read the New York Times Review of The Lure,article,http://www.nytimes.com/2017/01/31/movies/the-lure-review.html,,,140,https://static01.nyt.com/images/2017/02/01/arts/01LURE/01LURE-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,31/1/17,"Agnieszka Smoczynska’s first feature is a genre-bending tale that swerves from parody to fairy tale to gleeful gore, with camp decadence."
A.O. SCOTT,1,2/11/17 4:18,The Salesman,"Review: In ‘The Salesman,’ Scenes From a Marriage in Tehran",Read the New York Times Review of The Salesman,article,http://www.nytimes.com/2017/01/26/movies/the-salesman-review-asghar-farhadi.html,PG-13,,140,https://static01.nyt.com/images/2017/01/27/arts/27SALESMANFILM/27SALESMANFILM-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,27/1/17,26/1/17,"The ghost of Willy Loman hovers over this film from Asghar Farhadi, but it seems occupied with its own dramatic issues, our critic writes."
BEN KENIGSBERG,1,2/11/17 4:16,Behemoth,"Review: In ‘Behemoth,’ the Horrors of Economic Progress",Read the New York Times Review of Behemoth,article,http://www.nytimes.com/2017/01/26/movies/behemoth-review.html,,,140,https://static01.nyt.com/images/2017/01/27/arts/27BEHEMOTH/27BEHEMOTH-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,26/1/17,"This documentary from Zhao Liang is a feat of pictorial storytelling, where iron and coal workers are shown as cogs of the monster of China’s industry."
RACHEL SALTZ,1,2/11/17 4:18,Raees,"Review: Shah Rukh Khan as ‘Raees,’ a Villain but Still a Do-Gooder",Read the New York Times Review of Raees,article,http://www.nytimes.com/2017/01/26/movies/raes-review-shah-rukh-khan.html,,,140,https://static01.nyt.com/images/2017/01/27/arts/27RAEES/27RAEES-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,25/1/17,26/1/17,"The “king of Bollywood” rarely plays the bad guy, but in this film he’s a criminal who’s also fighting corruption in 1980s and ’90s India."
JEANNETTE CATSOULIS,0,2/11/17 4:18,The Daughter,Review: A Long-Buried Family Secret Explodes in ‘The Daughter’,Read the New York Times Review of The Daughter,article,http://www.nytimes.com/2017/01/26/movies/the-daughter-review.html,,,140,https://static01.nyt.com/images/2017/01/27/arts/27DAUGHTER1/27DAUGHTER1-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,27/1/17,26/1/17,"This drama, set in a declining Australian logging town, centers on an estranged son who comes home, smoldering with resentment."
JEANNETTE CATSOULIS,0,2/11/17 4:16,Paris 05:59 Théo & Hugo,Review: ‘Paris 05:59 Théo & Hugo’ Finds Two Men Out to Get Lucky,Read the New York Times Review of Paris 05:59 Théo & Hugo,article,http://www.nytimes.com/2017/01/26/movies/paris-0559-theo-hugo-review.html,,,140,https://static01.nyt.com/images/2017/01/27/arts/27PARISOFFIVE/27PARISOFFIVE-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,26/1/17,"The movie features its title characters meeting in a sex club, then venturing out into the Paris night for a more intimate assessment."
GLENN KENNY,0,2/11/17 4:18,Resident Evil: The Final Chapter,Review: Alice Returns in ‘Resident Evil: The Final Chapter’,Read the New York Times Review of Resident Evil: The Final Chapter,article,http://www.nytimes.com/2017/01/26/movies/resident-evil-review-the-final-chapter.html,R,,140,https://static01.nyt.com/images/2017/01/27/arts/27RESIDENT/27RESIDENT-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,27/1/17,26/1/17,"In the sixth entry in Paul W. S. Anderson’s dystopian franchise, Milla Jovovich’s character is back in zombie land, aided by her former nemesis the Red Queen."
GLENN KENNY,0,2/11/17 4:16,S Is for Stanley,"Review: ‘S Is for Stanley,’ on Stanley Kubrick’s Longtime Driver",Read the New York Times Review of S Is for Stanley,article,http://www.nytimes.com/2017/01/26/movies/s-is-for-stanley-review.html,,,140,https://static01.nyt.com/images/2017/01/27/arts/27SFORSTANLEY/27SFORSTANLEY-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,26/1/17,"This documentary focuses on Emilio D’Alessandro, who spent 30 years as an assistant and friend to the acclaimed film director."
GLENN KENNY,0,2/11/17 4:18,The Age of Consequences,Review: Climate Change and Conflicts in ‘The Age of Consequences’,Read the New York Times Review of The Age of Consequences,article,http://www.nytimes.com/2017/01/26/movies/the-age-of-consequences-review.html,,,140,https://static01.nyt.com/images/2017/01/27/arts/27AGEOFCONSEQUENCES/27AGEOFCONSEQUENCES-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,27/1/17,26/1/17,"Jared P. Scott’s film explores the issue from the perspective of military experts rather than that of scientists. The information is compelling, but the movie is ham-handed."
JEANNETTE CATSOULIS,0,2/11/17 4:16,I Am Michael,Review: ‘I Am Michael’ Portrays a Gay Activist Seeking to Be Straight,Read the New York Times Review of I Am Michael,article,http://www.nytimes.com/2017/01/26/movies/i-am-michael-review-james-franco-zachary-quinto.html,,,140,https://static01.nyt.com/images/2017/01/27/arts/27IMICHAEL/27IMICHAEL-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,26/1/17,"In the dreary purgatory projected by Justin Kelly’s film, James Franco stars as a man who claims no longer to be gay and becomes a Christian pastor."
ANDY WEBSTER,0,2/11/17 4:18,Kung Fu Yoga,Review: ‘Kung Fu Yoga’ Features Jackie Chan Saving the Day,Read the New York Times Review of Kung Fu Yoga,article,http://www.nytimes.com/2017/01/26/movies/kung-fu-yoga-review-jackie-chan.html,,,140,https://static01.nyt.com/images/2017/01/27/arts/27KUNGFU/27KUNGFU-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,27/1/17,26/1/17,Mr. Chan mugs and thwarts assailants in this harmless international romp.
NEIL GENZLINGER,0,2/11/17 4:18,Lost in Florence,Review: ‘Lost in Florence’ Blends Romantic Fantasy and a Rough Sport,Read the New York Times Review of Lost in Florence,article,http://www.nytimes.com/2017/01/26/movies/lost-in-florence-review.html,,,140,https://static01.nyt.com/images/2017/01/27/arts/27LOSTINFLORENCE/27LOSTINFLORENCE-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,27/1/17,26/1/17,"Evan Oppenheimer’s film is a mild romantic drama with a guy perspective, featuring beautiful women and a brutal athletic spectacle."
BEN KENIGSBERG,0,2/11/17 4:18,Midsummer in Newtown,Review: ‘Midsummer in Newtown’ Revisits the Pain of Sandy Hook,Read the New York Times Review of Midsummer in Newtown,article,http://www.nytimes.com/2017/01/26/movies/midsummer-in-newtown-review.html,,,140,https://static01.nyt.com/images/2017/01/19/movies/video-midsummer-in-newtown/video-midsummer-in-newtown-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,27/1/17,26/1/17,This documentary explores the value of a Shakespeare production intended to help residents heal after the horrific school shooting.
A.O. SCOTT,0,2/11/17 4:18,Gold,Review: Matthew McConaughey Mines Profane Capitalism in ‘Gold’,Read the New York Times Review of Gold,article,http://www.nytimes.com/2017/01/26/movies/gold-review-matthew-mcconaughey.html,R,,140,https://static01.nyt.com/images/2017/01/27/arts/27GOLD/27GOLD-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,27/1/17,26/1/17,"He plays a rogue who strikes it rich, a thrill complicated by the corruptions of wealth, treachery and the schemer’s own fecklessness."
NEIL GENZLINGER,0,2/11/17 4:18,A Dog’s Purpose,"Review: ‘A Dog’s Purpose,’ With Many Lives and Many Clichés",Read the New York Times Review of A Dog’s Purpose,article,http://www.nytimes.com/2017/01/25/movies/a-dogs-purpose-review.html,PG,,140,https://static01.nyt.com/images/2017/01/27/arts/27DOGSPURPOSE1/27DOGSPURPOSE1-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,27/1/17,25/1/17,"This film, opening amid a call for a PETA boycott, is a string of hero-dog fantasies and observations from the canine point of view."
ANDY WEBSTER,1,2/11/17 4:18,Saving Banksy,Review: ‘Saving Banksy’ Affirms Graffiti’s Populist Values,Read the New York Times Review of Saving Banksy,article,http://www.nytimes.com/2017/01/19/movies/saving-banksy-review.html,Not Rated,,140,https://static01.nyt.com/images/2017/01/20/arts/20SAVINGBANKSY/20SAVINGBANKSY-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,13/1/17,19/1/17,"This documentary honors the street-based work of the British artist known as Banksy, and implicitly criticizes those who would try to turn profits from it."
A.O. SCOTT,0,2/11/17 4:18,Split,"Review: M. Night Shyamalan’s ‘Split’ Has Personality. O.K., Personalities. Lots.",Read the New York Times Review of Split,article,http://www.nytimes.com/2017/01/19/movies/split-review-m-night-shyamalan.html,PG-13,,140,https://static01.nyt.com/images/2017/01/20/arts/20SPLIT1/20SPLIT1-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,20/1/17,19/1/17,"“Split” represents something of a return to form — or formula — for its writer and director, M. Night Shyamalan. It’s all plot, spun into a ribbon of suspense."
A.O. SCOTT,0,2/11/17 4:18,The Red Turtle,"Review: ‘The Red Turtle,’ Life Marooned With an Ornery Reptile",Read the New York Times Review of The Red Turtle,article,http://www.nytimes.com/2017/01/19/movies/the-red-turtle-review.html,PG,,140,https://static01.nyt.com/images/2017/01/20/arts/20REDTURTLE/20REDTURTLE-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,20/1/17,19/1/17,"This largely nonverbal animated French-Belgian-Japanese coproduction, from Studio Ghibli, the home of Hayao Miyazaki, flirts with eco-mysticism."
A.O. SCOTT,0,2/11/17 4:18,Staying Vertical,Review: The French Countryside Holds Surprises in ‘Staying Vertical’,Read the New York Times Review of Staying Vertical,article,http://www.nytimes.com/2017/01/19/movies/staying-vertical-review.html,Not Rated,,140,https://static01.nyt.com/images/2017/01/20/arts/20STAYING/20STAYING-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,20/1/17,19/1/17,"In Alain Guiraudie’s quirky hybrid of thriller, sex comedy and folk tale, a screenwriter meets a shepherdess and, voilà, a baby is born."
MANOHLA DARGIS,0,2/11/17 4:18,The Sunshine Makers,"Review: Turning the World On, the LSD Way, in ‘The Sunshine Makers’",Read the New York Times Review of The Sunshine Makers,article,http://www.nytimes.com/2017/01/19/movies/the-sunshine-makers-review.html,,,140,https://static01.nyt.com/images/2017/01/20/arts/20SUNSHINESUB1/20SUNSHINESUB1-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,13/1/17,19/1/17,Cosmo Feilding Mellen’s documentary suggests that two young men saw themselves as spreading transcendence one hit at a time.
JEANNETTE CATSOULIS,0,2/11/17 4:16,Trespass Against Us,"Review: In ‘Trespass Against Us,’ a Thieving Clan and a Yearning to Escape",Read the New York Times Review of Trespass Against Us,article,http://www.nytimes.com/2017/01/19/movies/trespass-against-us-review.html,R,,140,https://static01.nyt.com/images/2017/01/20/arts/20TREPASS/20TREPASS-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,19/1/17,"Michael Fassbender and Brendan Gleeson star in Adam Smith’s first feature, which has a mutinous energy and an absurd, knockabout charm."
JEANNETTE CATSOULIS,0,2/11/17 4:18,XXX: Return of Xander Cage,Review: ‘XXX: Return of Xander Cage’ Deploys Vin Diesel on a New Mission,Read the New York Times Review of XXX: Return of Xander Cage,article,http://www.nytimes.com/2017/01/19/movies/xxx-return-of-xander-cage-review.html,PG-13,,140,https://static01.nyt.com/images/2017/01/20/arts/20XXXCAGE/20XXXCAGE-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,20/1/17,19/1/17,"In the third installment of this franchise, the hero and new oddball allies set out to retrieve a stolen superweapon."
GLENN KENNY,0,2/11/17 4:18,We Are the Flesh,"Review: Cannibalism, Torture and Apocalypse in ‘We Are the Flesh’",Read the New York Times Review of We Are the Flesh,article,http://www.nytimes.com/2017/01/19/movies/we-are-the-flesh-review.html,Not Rated,,140,https://static01.nyt.com/images/2017/01/20/arts/flesh-image/flesh-image-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,20/1/17,19/1/17,This debut feature by the Mexican writer and director Emiliano Rocha Minter seems to build on the character of Coffin Joe in the 1960s films by José Mojica Marins.
BEN KENIGSBERG,0,2/11/17 4:16,They Call Us Monsters,"Review: ‘They Call Us Monsters,’ but Do We Deserve Life Sentences?",Read the New York Times Review of They Call Us Monsters,article,http://www.nytimes.com/2017/01/19/movies/they-call-us-monsters-review.html,,,140,https://static01.nyt.com/images/2017/01/17/movies/video-they-call-us-monsters/video-they-call-us-monsters-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,,19/1/17,"This documentary contains excerpts from a film made with the help of juveniles facing trial as adults, who are confronting the possibility of life in prison."
BEN KENIGSBERG,0,2/11/17 4:16,Starless Dreams,"Review: In ‘Starless Dreams,’ the Young, Female and Detained in Tehran",Read the New York Times Review of Starless Dreams,article,http://www.nytimes.com/2017/01/19/movies/starless-dreams-review.html,,,140,https://static01.nyt.com/images/2017/01/20/arts/20STARLESS/20STARLESS-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,19/1/17,"This documentary, by Mehrdad Oskouei, depicts a female juvenile detention center in Tehran that offers a benign contrast to its residents’ outside lives."
JEANNETTE CATSOULIS,0,2/11/17 4:16,My Father Die,"Review: ‘My Father Die,’ Full of Testosterone and Misogyny",Read the New York Times Review of My Father Die,article,http://www.nytimes.com/2017/01/19/movies/my-father-die-review.html,,,,,,,,19/1/17,"One of the hallmarks of this film, by Sean Brosnan, is the disjunction of the gorgeous and the gag-inducing as father and son try to kill each other."
GLENN KENNY,0,2/11/17 4:16,Antarctica: Ice and Sky,"Review: In ‘Antarctica: Ice and Sky,’ a Scientist’s Life Work",Read the New York Times Review of Antarctica: Ice and Sky,article,http://www.nytimes.com/2017/01/19/movies/antarctica-ice-and-sky-review.html,,,140,https://static01.nyt.com/images/2017/01/20/arts/20ANTARTICSKY/20ANTARTICSKY-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,19/1/17,"After more than 60 years exploring the bottom of the world, Claude Lorius is a student of snow, a decoder of ice and a voice on climate change."
MANOHLA DARGIS,0,2/11/17 4:18,The Founder,"Review: ‘The Founder,’ the Story of a Supersize Businessman",Read the New York Times Review of The Founder,article,http://www.nytimes.com/2017/01/19/movies/the-founder-review-michael-keaton-mcdonalds.html,PG-13,,140,https://static01.nyt.com/images/2017/01/20/arts/20FOUNDERPIX/20FOUNDERPIX-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,20/1/17,19/1/17,Mr. Keaton’s kinetic performance as the man who made McDonald’s what it is today doesn’t enhance the movie; it is the movie.
